дЙ╥щ,нОжжцШ,яЫоъ╠ЮбК,╣В╡И╢нпР,й║╥щ,Ё╓╤х,©М╤х,╬╜╤х,нЁ╤х,нОжжйЩа©
2020,╠╠╨Лн╡П╤,2100621001,2,аидЧ,100,100,122.96252,39.98148,1
2020,╢Си╫х╦,2100621001,2,аидЧ,100,100,122.96252,39.98148,4
2020,╟в╦╧ю╤╪╖Шl,2100621001,2,аидЧ,100,100,122.96252,39.98148,3
2020,цАаЬщ╨,2100621001,2,аидЧ,100,100,122.96252,39.98148,2
2020,╢Си╫х╦,2100621001,2,аидЧ,100,100,122.96252,39.98148,2
2020,юУ╤З╤л╫еПг,2100621001,2,аидЧ,100,100,122.96252,39.98148,2
2020,╢Си╫х╦,2100621001,2,аидЧ,100,100,122.96252,39.98148,1
2020,тси╚и╫х╦,2100621001,2,аидЧ,100,100,122.96252,39.98148,1
2020,╩рШnШ_,2100621001,2,аидЧ,100,100,122.96252,39.98148,1
2020,кия╩,2100621001,2,аидЧ,100,100,122.96252,39.98148,1
2020,╩р╠ЁП╢,2100621001,2,аидЧ,100,100,122.96252,39.98148,1
2020,╢Си╫х╦,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,кдиЫ╤е╬И,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,п║пгм╥вдд╬дЯ,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,╠╠╨Лн╡П╤,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,тси╚и╫х╦,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,╩ф╨МШc,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,╢Си╫х╦,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,тси╚и╫х╦,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,кдиЫ╤е╬И,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,╟в╦╧ю╤╪╖Шl,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,ашм╥йВщ╨,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,╟в╦╧ю╤╪╖Шl,2100621002,1,аидЧ,100,100,122.95912,40.0141,2
2020,юУ╤З╤л╫еПг,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,юУ╤З╤л╫еПг,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,тси╚и╫х╦,2100621002,1,аидЧ,100,100,122.95912,40.0141,2
2020,╟в╦╧ю╤╪╖Шl,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,цАаЬщ╨,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,╢Си╫х╦,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,╠╠╨Лн╡П╤,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,╩╥╬╠ОТ,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,т╤╤╚йВщ╨,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,╟вШnШ_,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,юУ╤З╤л╫еПг,2100621002,1,аидЧ,100,100,122.95912,40.0141,2
2020,кия╩,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,хЩ╣юц╪╡щШc,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,рЬ╨МЁ╓н╡и╫х╦,2100621002,1,аидЧ,100,100,122.95912,40.0141,1
2020,п║пгм╥вдд╬дЯ,2100621002,2,аидЧ,100,100,122.95912,40.0141,1
2020,тси╚и╫х╦,2100621002,2,аидЧ,100,100,122.95912,40.0141,1
2020,╢Си╫х╦,2100621002,2,аидЧ,100,100,122.95912,40.0141,2
2020,юУ╤З╤л╫еПг,2100621002,2,аидЧ,100,100,122.95912,40.0141,1
2020,╢СвЛнзя╩,2100621002,2,аидЧ,100,100,122.95912,40.0141,1
2020,╟в╦╧ю╤╪╖Шl,2100621002,2,аидЧ,100,100,122.95912,40.0141,2
2020,кия╩,2100621002,2,аидЧ,100,100,122.95912,40.0141,1
2020,╢Си╫х╦,2100621002,2,аидЧ,100,100,122.95912,40.0141,1
2020,╟вц╪╪╖Шl,2100621002,2,аидЧ,100,100,122.95912,40.0141,2
2020,юУ╤З╤л╫еПг,2100621002,2,аидЧ,100,100,122.95912,40.0141,2
2020,╢Си╫х╦,2100621002,2,аидЧ,100,100,122.95912,40.0141,1
2020,╠╠╨Лн╡П╤,2100621002,2,аидЧ,100,100,122.95912,40.0141,2
2020,фум╗╢ДдЯ,2100621002,2,аидЧ,100,100,122.95912,40.0141,2
2020,т╤╤╚йВщ╨,2100621002,2,аидЧ,100,100,122.95912,40.0141,1
2020,╠╠╨Лн╡П╤,2100621002,2,аидЧ,100,100,122.95912,40.0141,1
2020,тК╬И,2100621002,2,аидЧ,100,100,122.95912,40.0141,1
2020,╢Си╫х╦,2100621003,1,аидЧ,100,100,122.95407,39.97387,1
2020,╩╥╬╠ОТ,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,╠╠╨Лн╡П╤,2100621003,1,аидЧ,100,100,122.95407,39.97387,3
2020,тси╚и╫х╦,2100621003,1,аидЧ,100,100,122.95407,39.97387,1
2020,юУ╤З╤л╫еПг,2100621003,1,аидЧ,100,100,122.95407,39.97387,3
2020,юУ╤З╤л╫еПг,2100621003,1,аидЧ,100,100,122.95407,39.97387,4
2020,цАаЬщ╨,2100621003,1,аидЧ,100,100,122.95407,39.97387,4
2020,╢Си╫х╦,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,╟в╦╧ю╤╪╖Шl,2100621003,1,аидЧ,100,100,122.95407,39.97387,1
2020,╫ПЁАх╦,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,цАаЬщ╨,2100621003,1,аидЧ,100,100,122.95407,39.97387,3
2020,╟в╦╧ю╤╪╖Шl,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,и╫╟ъП╞,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,╫ПЁАх╦,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,╟вц╪╪╖Шl,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,тси╚и╫х╦,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,╢С╤е╬И,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,ашм╥йВщ╨,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,кдиЫ╤е╬И,2100621003,1,аидЧ,100,100,122.95407,39.97387,1
2020,╢С╤е╬И,2100621003,1,аидЧ,100,100,122.95407,39.97387,3
2020,устСи╫х╦,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,юУ╤З╤л╫еПг,2100621003,1,аидЧ,100,100,122.95407,39.97387,3
2020,цАаЬщ╨,2100621003,1,аидЧ,100,100,122.95407,39.97387,1
2020,╩рШnШ_,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,вьм╥я╩х╦,2100621003,1,аидЧ,100,100,122.95407,39.97387,1
2020,цАаЬщ╨,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,юУ╤З╤л╫еПг,2100621003,1,аидЧ,100,100,122.95407,39.97387,1
2020,цАаЬщ╨,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,╩ро╡х╣,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,╢С╟ъвдд╬дЯ,2100621003,1,аидЧ,100,100,122.95407,39.97387,1
2020,╩╥╬╠ОТ,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,устСи╫х╦,2100621003,1,аидЧ,100,100,122.95407,39.97387,2
2020,╩╥╬╠ОТ,2100621003,1,аидЧ,100,100,122.95407,39.97387,1
2020,фум╗Ч≤,2100621003,1,аидЧ,100,100,122.95407,39.97387,1
2020,цАаЬщ╨,2100621003,1,аидЧ,100,100,122.95407,39.97387,1
2020,╩рм╥блвдд╬дЯ,2100621003,1,аидЧ,100,100,122.95407,39.97387,1
2020,юУ╤З╤л╫еПг,2100621003,1,аидЧ,100,100,122.95407,39.97387,1
2020,ашм╥йВщ╨,2100621003,2,аидЧ,100,100,122.95407,39.97387,1
2020,╢Си╫х╦,2100621003,2,аидЧ,100,100,122.95407,39.97387,2
2020,тси╚и╫х╦,2100621003,2,аидЧ,100,100,122.95407,39.97387,2
2020,и╫╟ъП╞,2100621003,2,аидЧ,100,100,122.95407,39.97387,1
2020,т╤╤╚йВщ╨,2100621003,2,аидЧ,100,100,122.95407,39.97387,1
2020,цАаЬщ╨,2100621003,2,аидЧ,100,100,122.95407,39.97387,3
2020,╩╥╬╠ОТ,2100621003,2,аидЧ,100,100,122.95407,39.97387,2
2020,кдиЫ╤е╬И,2100621003,2,аидЧ,100,100,122.95407,39.97387,2
2020,╢Си╫х╦,2100621003,2,аидЧ,100,100,122.95407,39.97387,4
2020,бИх╦,2100621003,2,аидЧ,100,100,122.95407,39.97387,5
2020,╩ро╡х╣,2100621003,2,аидЧ,100,100,122.95407,39.97387,2
2020,ашм╥йВщ╨,2100621003,2,аидЧ,100,100,122.95407,39.97387,1
2020,╢Си╫х╦,2100621003,2,аидЧ,100,100,122.95407,39.97387,3
2020,╢Си╫х╦,2100621003,2,аидЧ,100,100,122.95407,39.97387,1
2020,╢С╤е╬И,2100621003,2,аидЧ,100,100,122.95407,39.97387,1
2020,тси╚и╫х╦,2100621003,2,аидЧ,100,100,122.95407,39.97387,2
2020,╢Си╫х╦,2100621003,2,аидЧ,100,100,122.95407,39.97387,2
2020,фум╗Ч≤,2100621003,2,аидЧ,100,100,122.95407,39.97387,1
2020,т╤╤╚йВщ╨,2100621003,2,аидЧ,100,100,122.95407,39.97387,1
2020,и╫╟ъП╞,2100621003,2,аидЧ,100,100,122.95407,39.97387,1
2020,устСи╫х╦,2100621003,2,аидЧ,100,100,122.95407,39.97387,2
2020,╢Си╫х╦,2100621003,2,аидЧ,100,100,122.95407,39.97387,1
2020,╢С╟ъвдд╬дЯ,2100621003,2,аидЧ,100,100,122.95407,39.97387,1
2020,╠╠╨Лн╡П╤,2100621003,2,аидЧ,100,100,122.95407,39.97387,1
2020,ашм╥йВщ╨,2100621003,2,аидЧ,100,100,122.95407,39.97387,1
2020,юУ╤З╤л╫еПг,2100621003,2,аидЧ,100,100,122.95407,39.97387,2
2020,юУ╤З╤л╫еПг,2100621003,2,аидЧ,100,100,122.95407,39.97387,1
2020,вьм╥я╩х╦,2100621003,2,аидЧ,100,100,122.95407,39.97387,2
2020,п║вЛнзя╩,2100621003,2,аидЧ,100,100,122.95407,39.97387,3
2020,юУ╤З╤л╫еПг,2100621003,2,аидЧ,100,100,122.95407,39.97387,2
2020,╩╥╬╠ОТ,2100621003,2,аидЧ,100,100,122.95407,39.97387,1
2020,и╫╟ъП╞,2100621003,2,аидЧ,100,100,122.95407,39.97387,1
2020,╩рШnШ_,2100621004,1,аидЧ,100,100,122.95323,39.99586,2
2020,тси╚и╫х╦,2100621004,1,аидЧ,100,100,122.95323,39.99586,2
2020,╟в╦╧ю╤╪╖Шl,2100621004,1,аидЧ,100,100,122.95323,39.99586,2
2020,╩фц╪аЬщ╨,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,╩╥╬╠ОТ,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,юУ╤З╤л╫еПг,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,цАаЬщ╨,2100621004,1,аидЧ,100,100,122.95323,39.99586,5
2020,╟в╦╧ю╤╪╖Шl,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,╢Си╫х╦,2100621004,1,аидЧ,100,100,122.95323,39.99586,2
2020,устСи╫х╦,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,цАаЬщ╨,2100621004,1,аидЧ,100,100,122.95323,39.99586,2
2020,╟в╦╧ю╤╪╖Шl,2100621004,1,аидЧ,100,100,122.95323,39.99586,2
2020,п║вЛнзя╩,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,цАаЬщ╨,2100621004,1,аидЧ,100,100,122.95323,39.99586,2
2020,кдиЫ╤е╬И,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,╠╠╨Лн╡П╤,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,╩ф╨МШc,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,кия╩,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,жп╩╙ейх╦,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,цАаЬщ╨,2100621004,1,аидЧ,100,100,122.95323,39.99586,2
2020,╟в╦╧ю╤╪╖Шl,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,╩ф╨МШc,2100621004,1,аидЧ,100,100,122.95323,39.99586,2
2020,╢С╟ъвдд╬дЯ,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,╩ф╨МШc,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,╩рШnШ_,2100621004,1,аидЧ,100,100,122.95323,39.99586,3
2020,кдиЫ╤е╬И,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,т╖яЛ,2100621004,1,аидЧ,100,100,122.95323,39.99586,3
2020,ашм╥йВщ╨,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,юУ╤З╤л╫еПг,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,тси╚и╫х╦,2100621004,1,аидЧ,100,100,122.95323,39.99586,1
2020,╢Си╫х╦,2100621004,1,аидЧ,100,100,122.95323,39.99586,2
2020,╢Си╫х╦,2100621004,2,аидЧ,100,100,122.95323,39.99586,2
2020,╢Си╫х╦,2100621004,2,аидЧ,100,100,122.95323,39.99586,2
2020,╠╠╨Лн╡П╤,2100621004,2,аидЧ,100,100,122.95323,39.99586,1
2020,ашм╥йВщ╨,2100621004,2,аидЧ,100,100,122.95323,39.99586,1
2020,тси╚и╫х╦,2100621004,2,аидЧ,100,100,122.95323,39.99586,3
2020,устСи╫х╦,2100621004,2,аидЧ,100,100,122.95323,39.99586,2
2020,и╫╟ъП╞,2100621004,2,аидЧ,100,100,122.95323,39.99586,1
2020,и╫╟ъП╞,2100621004,2,аидЧ,100,100,122.95323,39.99586,1
2020,╢Си╫х╦,2100621004,2,аидЧ,100,100,122.95323,39.99586,3
2020,╢Си╫х╦,2100621004,2,аидЧ,100,100,122.95323,39.99586,2
2020,т╤╤╚йВщ╨,2100621004,2,аидЧ,100,100,122.95323,39.99586,1
2020,ашм╥йВщ╨,2100621004,2,аидЧ,100,100,122.95323,39.99586,1
2020,тси╚и╫х╦,2100621004,2,аидЧ,100,100,122.95323,39.99586,2
2020,устСи╫х╦,2100621004,2,аидЧ,100,100,122.95323,39.99586,2
2020,╩рШnШ_,2100621004,2,аидЧ,100,100,122.95323,39.99586,2
2020,╢Си╫х╦,2100621004,2,аидЧ,100,100,122.95323,39.99586,1
2020,╩ф╨МШc,2100621004,2,аидЧ,100,100,122.95323,39.99586,1
2020,╢В╬у,2100621004,2,аидЧ,100,100,122.95323,39.99586,1
2020,цАаЬщ╨,2100621004,2,аидЧ,100,100,122.95323,39.99586,2
2020,╟в╦╧ю╤╪╖Шl,2100621004,2,аидЧ,100,100,122.95323,39.99586,1
2020,ашм╥йВщ╨,2100621004,2,аидЧ,100,100,122.95323,39.99586,1
2020,╟в╦╧ю╤╪╖Шl,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,и╫╟ъП╞,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,╩╥╬╠ОТ,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,бИх╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,7
2020,тси╚и╫х╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,юУ╤З╤л╫еПг,2100621005,1,аидЧ,100,100,122.95942,39.98546,3
2020,╩ро╡х╣,2100621005,1,аидЧ,100,100,122.95942,39.98546,4
2020,т╤╤╚йВщ╨,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,о╡х╣,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,вьм╥я╩х╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,4
2020,╟вм╥Пг,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,╩рШnШ_,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,цАаЬщ╨,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,╢Си╫х╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,вьм╥я╩х╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,╢Си╫х╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,4
2020,╫ПЁАх╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,╩рм╥блвдд╬дЯ,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,т╤╤╚йВщ╨,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,рЬ╨МЁ╓н╡и╫х╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,7
2020,Ё╓н╡х╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,хЩ╣юц╪╡щШc,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,вьм╥я╩х╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,5
2020,о╡х╣,2100621005,1,аидЧ,100,100,122.95942,39.98546,3
2020,╩╥╬╠ОТ,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,╩ро╡х╣,2100621005,1,аидЧ,100,100,122.95942,39.98546,5
2020,т╤╤╚йВщ╨,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,бИх╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,20
2020,╩ф╨МШc,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,╪ряЮ,2100621005,1,аидЧ,100,100,122.95942,39.98546,5
2020,╠╠╨Лн╡П╤,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,и╫ШnШ_,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,и╫╟ъП╞,2100621005,1,аидЧ,100,100,122.95942,39.98546,3
2020,хЩ╣юц╪╡щШc,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,╟вц╪╪╖Шl,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,╢С╟ъвдд╬дЯ,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,рЬ╨МЁ╓н╡и╫х╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,╢Си╫х╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,3
2020,бИх╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,20
2020,╩╥╬╠ОТ,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,╩рм╥блвдд╬дЯ,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,и╫ШnШ_,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,╩рШnШ_,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,т╤╤╚йВщ╨,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,цАаЬщ╨,2100621005,1,аидЧ,100,100,122.95942,39.98546,4
2020,и╫ШnШ_,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,рЬ╨МЁ╓н╡и╫х╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,╟вц╪╪╖Шl,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,т╤╤╚йВщ╨,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,╫ПЁАх╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,и╫ШnШ_,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,╟вц╪╪╖Шl,2100621005,1,аидЧ,100,100,122.95942,39.98546,1
2020,и╫ШnШ_,2100621005,1,аидЧ,100,100,122.95942,39.98546,2
2020,бИх╦,2100621005,1,аидЧ,100,100,122.95942,39.98546,30
2020,вьм╥я╩х╦,2100621005,2,аидЧ,100,100,122.95942,39.98546,5
2020,о╡х╣,2100621005,2,аидЧ,100,100,122.95942,39.98546,5
2020,т╤╤╚йВщ╨,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,бИх╦,2100621005,2,аидЧ,100,100,122.95942,39.98546,10
2020,и╫╟ъП╞,2100621005,2,аидЧ,100,100,122.95942,39.98546,2
2020,╩рШnШ_,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,╩╥╬╠ОТ,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,о╡х╣,2100621005,2,аидЧ,100,100,122.95942,39.98546,2
2020,╢Си╫х╦,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,╫ПЁАх╦,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,п║пгм╥вдд╬дЯ,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,╠╠╨Лн╡П╤,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,╨зуМ╩фП©,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,т╤╤╚йВщ╨,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,╟вм╥Пг,2100621005,2,аидЧ,100,100,122.95942,39.98546,2
2020,о╡х╣,2100621005,2,аидЧ,100,100,122.95942,39.98546,5
2020,╠╠╨Лн╡П╤,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,╨зуМ╩фП©,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,╠╠╨Лн╡П╤,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,кдиЫ╤е╬И,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,устСи╫х╦,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,хЩ╣юц╪╡щШc,2100621005,2,аидЧ,100,100,122.95942,39.98546,2
2020,вьм╥я╩х╦,2100621005,2,аидЧ,100,100,122.95942,39.98546,2
2020,хЩ╣юц╪╡щШc,2100621005,2,аидЧ,100,100,122.95942,39.98546,2
2020,т╤╤╚йВщ╨,2100621005,2,аидЧ,100,100,122.95942,39.98546,2
2020,и╫╟ъП╞,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,╪ряЮ,2100621005,2,аидЧ,100,100,122.95942,39.98546,2
2020,╟вПь,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
2020,юУ╤З╤л╫еПг,2100621005,2,аидЧ,100,100,122.95942,39.98546,5
2020,и╫ШnШ_,2100621005,2,аидЧ,100,100,122.95942,39.98546,1
